lon,lat,next_t_ecl,next_t_ecl2
-96,35,2386169776.289137,2045-08-12
-95,35,2386169883.550635,2045-08-12
-94,35,1712602230.6193695,2024-04-08
-93,35,1712602327.1176994,2024-04-08
-92,35,1712602423.9035354,2024-04-08
-91,35,2386170313.8861403,2045-08-12
-90,35,9379715894.949854,2267-03-26
-89,35,9379715906.699417,2267-03-26
-88,35,9379715920.083332,2267-03-26
-87,35,9379715935.114834,2267-03-26
-86,35,7267072001.071975,2200-04-14
-85,35,9379715970.164331,2267-03-26
-84,35,5800004230.183093,2153-10-17
-83,35,5800004316.303889,2153-10-17
-82,35,3419519302.793822,2078-05-11
-81,35,3419519419.6347895,2078-05-11
-80,35,3419519536.4371734,2078-05-11
-79,35,3419519653.064704,2078-05-11
-78,35,3419519769.3786173,2078-05-11
-77,35,3419519885.2372527,2078-05-11
-76,35,3419520000.4983053,2078-05-11
-75,35,4093085888.5626597,2099-09-14
-74,35,4093085979.8462124,2099-09-14
-73,35,4468161531.000508,2111-08-04
-72,35,2595440539.617634,2052-03-30
-71,35,2595440623.7004204,2052-03-30
-70,35,2595440705.606514,2052-03-30
-69,35,2595440785.305056,2052-03-30
-68,35,2595440862.7873955,2052-03-30
-67,35,2595440938.0216284,2052-03-30
-66,35,2595441010.996972,2052-03-30
-125,36,8930644300.07582,2252-12-31
-124,36,5111133932.262097,2131-12-19
-123,36,14245262564.012089,2421-05-31
-122,36,13482441526.095732,2397-03-29
-121,36,4302351441.006245,2106-05-03
-120,36,4302351527.477552,2106-05-03
-119,36,4302351616.31328,2106-05-03
-118,36,4302351707.637911,2106-05-03
-117,36,9453705408.8936615,2269-07-29
-116,36,7506926344.918527,2207-11-20
-115,36,7506926419.718523,2207-11-20
-114,36,8481532722.420104,2238-10-08
-113,36,8481532841.323341,2238-10-08
-112,36,4781948730.459081,2121-07-14
-111,36,4781948783.447649,2121-07-14
-110,36,4781948839.465008,2121-07-14
-109,36,4781948898.405665,2121-07-14
-108,36,3404215700.795281,2077-11-15
-107,36,3404215747.7157264,2077-11-15
-106,36,3404215796.579674,2077-11-15
-105,36,3404215847.415246,2077-11-15
-104,36,3404215900.2515717,2077-11-15
-103,36,3404215955.119309,2077-11-15
-102,36,6295024820.333679,2169-06-25
-101,36,6295024793.904411,2169-06-25
-100,36,8884729673.404482,2251-07-19
-99,36,2386169416.8895974,2045-08-12
-98,36,2386169520.0931015,2045-08-12
-97,36,2386169623.8900843,2045-08-12
-96,36,2386169728.173566,2045-08-12
-95,36,2386169832.834837,2045-08-12
-94,36,2386169937.771826,2045-08-12
-93,36,1712602406.3973336,2024-04-08
-92,36,1712602501.5278578,2024-04-08
-91,36,1712602596.8510985,2024-04-08
-90,36,9379716013.315456,2267-03-26
-89,36,9379716025.915106,2267-03-26
-88,36,9379716040.141018,2267-03-26
-87,36,9379716056.005428,2267-03-26
-86,36,9379716073.519634,2267-03-26
-85,36,5800004093.809944,2153-10-17
-84,36,5800004177.501866,2153-10-17
-83,36,5800004262.280324,2153-10-17
-82,36,9379716160.259539,2267-03-26
-81,36,9379716186.15125,2267-03-26
-80,36,9379716213.73541,2267-03-26
-79,36,3419519695.079765,2078-05-11
-78,36,3419519808.4101095,2078-05-11
-77,36,3419519921.260594,2078-05-11
-76,36,3419520033.492896,2078-05-11
-75,36,3419520144.9871616,2078-05-11
-74,36,3419520255.596459,2078-05-11
-73,36,3419520365.194094,2078-05-11
-72,36,3419520473.6513615,2078-05-11
-71,36,3419520580.8426933,2078-05-11
-70,36,7223717675.24431,2198-11-28
-69,36,7223717732.356855,2198-11-28
-68,36,7223717786.898141,2198-11-28
-67,36,5516790231.871194,2144-10-26
-66,36,2595440994.704363,2052-03-30
-125,37,8930644283.90218,2252-12-31
-124,37,8930644368.97293,2252-12-31
-123,37,13602295983.074512,2401-01-14
-122,37,13482441635.839655,2397-03-29
-121,37,13482441716.196732,2397-03-29
-120,37,13482441797.346806,2397-03-29
-119,37,4302351712.979544,2106-05-03
-118,37,4302351803.545618,2106-05-03
-117,37,4302351896.459175,2106-05-03
-116,37,4302351991.755541,2106-05-03
-115,37,8481532500.938706,2238-10-08
-114,37,8481532620.720595,2238-10-08
-113,37,8481532738.516577,2238-10-08
-112,37,19605887836.334824,2591-04-14
-111,37,19605887876.97061,2591-04-14
-110,37,13436488913.271431,2395-10-14
-109,37,3404215662.367165,2077-11-15
-108,37,3404215706.617096,2077-11-15
-107,37,3404215752.7636976,2077-11-15
-106,37,3404215800.831592,2077-11-15
-105,37,3404215850.8509145,2077-11-15
-104,37,4781949294.317862,2121-07-14
-103,37,2386168985.38021,2045-08-12
-102,37,2386169082.4706106,2045-08-12
-101,37,2386169180.5778637,2045-08-12
-100,37,2386169279.6017485,2045-08-12
-99,37,2386169379.445142,2045-08-12
-98,37,2386169479.993379,2045-08-12
-97,37,2386169581.1571436,2045-08-12
-96,37,2386169682.830742,2045-08-12
-95,37,8884729739.172462,2251-07-19
-94,37,8884729746.341282,2251-07-19
-93,37,11775520103.822365,2343-02-25
-92,37,1712602576.1159062,2024-04-08
-91,37,1712602669.699426,2024-04-08
-90,37,1712602763.3796663,2024-04-08
-89,37,1712602857.1106405,2024-04-08
-88,37,9379716161.373837,2267-03-26
-87,37,9379716178.04355,2267-03-26
-86,37,5800003964.220585,2153-10-17
-85,37,5800004045.487937,2153-10-17
-84,37,5800004127.797408,2153-10-17
-83,37,7267072472.053488,2200-04-14
-82,37,7267072561.427254,2200-04-14
-81,37,9379716312.935356,2267-03-26
-80,37,9379716341.072319,2267-03-26
-79,37,4093085385.750863,2099-09-14
-78,37,4093085473.599994,2099-09-14
-77,37,4093085561.6341577,2099-09-14
-76,37,3419520064.116065,2078-05-11
-75,37,3419520172.6199226,2078-05-11
-74,37,3419520280.2477436,2078-05-11
-73,37,3419520386.876616,2078-05-11
-72,37,3419520492.3860416,2078-05-11
-71,37,3419520596.4552016,2078-05-11
-70,37,3419520699.580653,2078-05-11
-69,37,3419520801.0429873,2078-05-11
-68,37,3419520900.9412584,2078-05-11
-67,37,3419520999.176614,2078-05-11
-66,37,3419521095.655994,2078-05-11
-125,38,4422215179.5482,2110-02-19
-124,38,4422215206.900294,2110-02-19
-123,38,4422215232.584202,2110-02-19
-122,38,8930644510.110931,2252-12-31
-121,38,13482441823.713871,2397-03-29
-120,38,9453704856.387466,2269-07-29
-119,38,7506926132.589806,2207-11-20
-118,38,7506926199.323501,2207-11-20
-117,38,4302351990.624788,2106-05-03
-116,38,4302352084.905307,2106-05-03
-115,38,4302352181.459199,2106-05-03
-114,38,4302352280.2765665,2106-05-03
-113,38,10966655331.330612,2317-07-09
-112,38,10966655449.309937,2317-07-09
-111,38,3404215590.554841,2077-11-15
-110,38,3404215630.4057612,2077-11-15
-109,38,3404215672.2857995,2077-11-15
-108,38,3404215715.604897,2077-11-15
-107,38,2386168595.0421543,2045-08-12
-106,38,2386168684.5947967,2045-08-12
-105,38,2386168775.508003,2045-08-12
-104,38,2386168867.6974044,2045-08-12
-103,38,2386168961.0768213,2045-08-12
-102,38,2386169055.5522695,2045-08-12
-101,38,2386169151.035437,2045-08-12
-100,38,2386169247.4311323,2045-08-12
-99,38,2386169344.6442842,2045-08-12
-98,38,4781949849.490589,2121-07-14
-97,38,4781949944.118883,2121-07-14
-96,38,4781950041.938389,2121-07-14
-95,38,4781950142.928225,2121-07-14
-94,38,4781950247.057292,2121-07-14
-93,38,5815318993.602124,2154-04-12
-92,38,8884729827.997086,2251-07-19
-91,38,8884729841.31538,2251-07-19
-90,38,1712602831.3452199,2024-04-08
-89,38,1712602923.2152104,2024-04-08
-88,38,1712603015.0403008,2024-04-08
-87,38,1712603106.7693546,2024-04-08
-86,38,5800003920.220381,2153-10-17
-85,38,5800004000.0953455,2153-10-17
-84,38,4781951445.307642,2121-07-14
-83,38,4781951578.29131,2121-07-14
-82,38,4781951713.030672,2121-07-14
-81,38,4093085149.564536,2099-09-14
-80,38,4093085235.2565675,2099-09-14
-79,38,4093085321.236387,2099-09-14
-78,38,4093085407.469434,2099-09-14
-77,38,4468160827.932425,2111-08-04
-76,38,4468160918.438713,2111-08-04
-75,38,4468161005.9473915,2111-08-04
-74,38,4468161090.498451,2111-08-04
-73,38,5815319689.787404,2154-04-12
-72,38,5516789514.998357,2144-10-26
-71,38,3419520610.3788433,2078-05-11
-70,38,3419520710.4701133,2078-05-11
-69,38,3419520809.145337,2078-05-11
-68,38,3419520906.3066287,2078-05-11
-67,38,3419521001.8612103,2078-05-11
-66,38,3419521095.721373,2078-05-11
-125,39,2401491246.617353,2046-02-06
-124,39,8973984504.76141,2254-05-17
-123,39,25326231919.500175,2772-07-22
-122,39,8930644486.436749,2252-12-31
-121,39,4422215241.862446,2110-02-19
-120,39,4422215261.747914,2110-02-19
-119,39,4422215280.264531,2110-02-19
-118,39,8481531944.182764,2238-10-08
-117,39,8481532065.50349,2238-10-08
-116,39,10966654911.747494,2317-07-09
-115,39,2386167942.6131845,2045-08-12
-114,39,2386168016.6770353,2045-08-12
-113,39,2386168092.564976,2045-08-12
-112,39,2386168170.2296124,2045-08-12
-111,39,2386168249.6192036,2045-08-12
-110,39,2386168330.6773844,2045-08-12
-109,39,2386168413.3437634,2045-08-12
-108,39,2386168497.5536466,2045-08-12
-107,39,2386168583.243063,2045-08-12
-106,39,2386168670.324667,2045-08-12
-105,39,2386168758.737625,2045-08-12
-104,39,2386168848.3977704,2045-08-12
-103,39,2386168939.223148,2045-08-12
-102,39,2475487695.872569,2048-06-11
-101,39,2475487664.6052675,2048-06-11
-100,39,2475487634.3162346,2048-06-11
-99,39,2475487605.0162125,2048-06-11
-98,39,2475487576.7369046,2048-06-11
-97,39,2475487549.4969397,2048-06-11
-96,39,5815318809.311351,2154-04-12
-95,39,5815318869.364214,2154-04-12
-94,39,5815318927.322942,2154-04-12
-93,39,5815318983.16412,2154-04-12
-92,39,5815319036.886138,2154-04-12
-91,39,5815319088.488553,2154-04-12
-90,39,5815319137.943727,2154-04-12
-89,39,3899184811.4872947,2093-07-23
-88,39,1712603076.1245399,2024-04-08
-87,39,1712603165.6938791,2024-04-08
-86,39,1712603255.4723904,2024-04-08
-85,39,3899184716.426656,2093-07-23
-84,39,5815319389.879597,2154-04-12
-83,39,5815319424.477759,2154-04-12
-82,39,4093085007.8155966,2099-09-14
-81,39,4093085091.4618134,2099-09-14
-80,39,4093085175.460674,2099-09-14
-79,39,4093085259.7773356,2099-09-14
-78,39,4468160616.986033,2111-08-04
-77,39,4468160710.026044,2111-08-04
-76,39,4468160800.119219,2111-08-04
-75,39,3450161029.323265,2079-05-01
-74,39,3450161005.352363,2079-05-01
-73,39,5516789340.226462,2144-10-26
-72,39,5516789456.500867,2144-10-26
-71,39,5516789572.232567,2144-10-26
-70,39,5516789687.30211,2144-10-26
-69,39,5516789801.590244,2144-10-26
-68,39,5516789914.980134,2144-10-26
-67,39,5815319710.844421,2154-04-12
-66,39,5815319713.35517,2154-04-12
-125,40,2386167333.9162645,2045-08-12
-124,40,2386167386.7793856,2045-08-12
-123,40,2386167441.6349726,2045-08-12
-122,40,2386167498.4762654,2045-08-12
-121,40,2386167557.293206,2045-08-12
-120,40,2386167618.072398,2045-08-12
-119,40,2386167680.796741,2045-08-12
-118,40,2386167745.445515,2045-08-12
-117,40,2386167811.994098,2045-08-12
-116,40,2386167880.414045,2045-08-12
-115,40,2386167950.678681,2045-08-12
-114,40,2386168022.7410135,2045-08-12
-113,40,2386168096.554655,2045-08-12
-112,40,2386168172.0924063,2045-08-12
-111,40,2386168249.2972984,2045-08-12
-110,40,2386168328.116062,2045-08-12
-109,40,2386168408.4916472,2045-08-12
-108,40,2386168490.36314,2045-08-12
-107,40,2386168573.6659274,2045-08-12
-106,40,22361403933.590252,2678-08-09
-105,40,22361403940.43592,2678-08-09
-104,40,13885501041.410923,2410-01-05
-103,40,12584310441.837385,2368-10-12
-102,40,2475487767.2863436,2048-06-11
-101,40,2475487736.8721457,2048-06-11
-100,40,2475487707.4337616,2048-06-11
-99,40,2475487678.992073,2048-06-11
-98,40,2475487651.593992,2048-06-11
-97,40,2475487625.18456,2048-06-11
-96,40,2475487599.8630314,2048-06-11
-95,40,2475487575.626792,2048-06-11
-94,40,7432955822.254287,2205-07-17
-93,40,6578242235.465428,2178-06-16
-92,40,5815319022.516672,2154-04-12
-91,40,5815319072.599321,2154-04-12
-90,40,3899184905.3919954,2093-07-23
-89,40,3899184879.5910892,2093-07-23
-88,40,3899184854.901262,2093-07-23
-87,40,1712603221.9151392,2024-04-08
-86,40,1712603309.4928174,2024-04-08
-85,40,1712603396.7910767,2024-04-08
-84,40,1712603483.7612748,2024-04-08
-83,40,3899184749.01284,2093-07-23
-82,40,4093084954.5107155,2099-09-14
-81,40,4093085036.4279537,2099-09-14
-80,40,4468160307.036678,2111-08-04
-79,40,4468160405.249784,2111-08-04
-78,40,4468160500.559065,2111-08-04
-77,40,5516788824.8711,2144-10-26
-76,40,3450161138.174817,2079-05-01
-75,40,3450161113.9991283,2079-05-01
-74,40,3450161090.772982,2079-05-01
-73,40,3450161068.4171185,2079-05-01
-72,40,3450161046.9425216,2079-05-01
-71,40,3450161026.3609796,2079-05-01
-70,40,10877406253.3255,2314-09-10
-69,40,10877406270.659866,2314-09-10
-68,40,10877406286.265533,2314-09-10
-67,40,10877406300.166565,2314-09-10
-66,40,10877406312.379976,2314-09-10
-125,41,2386167359.8853855,2045-08-12
-124,41,2386167411.448373,2045-08-12
-123,41,2386167464.9366364,2045-08-12
-122,41,2386167520.3428135,2045-08-12
-121,41,2386167577.656645,2045-08-12
-120,41,2386167636.8644505,2045-08-12
-119,41,2386167697.9494543,2045-08-12
-118,41,2386167760.8912573,2045-08-12
-117,41,2386167825.665921,2045-08-12
-116,41,2386167892.245886,2045-08-12
-115,41,2386167960.5998096,2045-08-12
-114,41,2386168030.6926103,2045-08-12
-113,41,3404215571.474478,2077-11-15
-112,41,3404215605.9829607,2077-11-15
-111,41,3613431290.6294794,2084-07-03
-110,41,3613431163.3778663,2084-07-03
-109,41,4302353048.221546,2106-05-03
-108,41,4302353154.249739,2106-05-03
-107,41,4302353261.995321,2106-05-03
-106,41,11938796052.892456,2348-04-29
-105,41,11938796030.403301,2348-04-29
-104,41,11938796008.997341,2348-04-29
-103,41,12584310409.574957,2368-10-12
-102,41,12584310529.656342,2368-10-12
-101,41,12584310651.108349,2368-10-12
-100,41,2475487782.04084,2048-06-11
-99,41,2475487754.461026,2048-06-11
-98,41,2475487727.899432,2048-06-11
-97,41,2475487702.377825,2048-06-11
-96,41,2475487678.087069,2048-06-11
-95,41,2475487654.5440865,2048-06-11
-94,41,2475487632.2781444,2048-06-11
-93,41,2475487611.1446037,2048-06-11
-92,41,6578242136.644962,2178-06-16
-91,41,5800003443.799389,2153-10-17
-90,41,5800003514.024596,2153-10-17
-89,41,5800003585.36575,2153-10-17
-88,41,3899184925.435902,2093-07-23
-87,41,3899184902.665396,2093-07-23
-86,41,3899184881.053081,2093-07-23
-85,41,1712603445.7045107,2024-04-08
-84,41,1712603530.613646,2024-04-08
-83,41,1712603615.1060865,2024-04-08
-82,41,1712603699.1366103,2024-04-08
-81,41,3899184791.2917495,2093-07-23
-80,41,3899184777.1946626,2093-07-23
-79,41,5516788553.345074,2144-10-26
-78,41,5516788666.159187,2144-10-26
-77,41,3450161247.2488985,2079-05-01
-76,41,3450161223.0701118,2079-05-01
-75,41,3450161199.735497,2079-05-01
-74,41,3450161177.2572846,2079-05-01
-73,41,3450161155.736822,2079-05-01
-72,41,3450161134.914847,2079-05-01
-71,41,3450161115.0715427,2079-05-01
-70,41,3450161096.132639,2079-05-01
-69,41,3450161078.1081543,2079-05-01
-68,41,3450161061.009836,2079-05-01
-67,41,10877406190.735052,2314-09-10
-66,41,10471654328.309351,2301-11-01
-125,42,2401491193.3802247,2046-02-06
-124,42,2401491214.962767,2046-02-06
-123,42,2401491235.096635,2046-02-06
-122,42,2401491253.794703,2046-02-06
-121,42,2401491270.9130974,2046-02-06
-120,42,2401491286.9349375,2046-02-06
-119,42,2401491301.402773,2046-02-06
-118,42,2401491314.4862266,2046-02-06
-117,42,2401491326.1981726,2046-02-06
-116,42,2401491336.5516067,2046-02-06
-115,42,3404215532.895528,2077-11-15
-114,42,3404215563.547866,2077-11-15
-113,42,3613431279.444104,2084-07-03
-112,42,3613431245.245658,2084-07-03
-111,42,3613431210.2515607,2084-07-03
-110,42,3613431174.4757743,2084-07-03
-109,42,7057828213.335121,2193-08-26
-108,42,4302353229.190591,2106-05-03
-107,42,4302353334.784748,2106-05-03
-106,42,4302353441.948721,2106-05-03
-105,42,4302353550.578508,2106-05-03
-104,42,4302353660.64152,2106-05-03
-103,42,11938796084.01842,2348-04-29
-102,42,11938796065.730488,2348-04-29
-101,42,11938796048.583448,2348-04-29
-100,42,13931472743.022854,2411-06-21
-99,42,13931472837.459719,2411-06-21
-98,42,2475487805.7199717,2048-06-11
-97,42,2475487781.065589,2048-06-11
-96,42,2475487757.4728785,2048-06-11
-95,42,2475487734.9643307,2048-06-11
-94,42,2475487713.656621,2048-06-11
-93,42,2475487693.293263,2048-06-11
-92,42,2475487674.1788225,2048-06-11
-91,42,2475487656.244862,2048-06-11
-90,42,5800003487.317679,2153-10-17
-89,42,7432956202.278216,2205-07-17
-88,42,4093084397.2191095,2099-09-14
-87,42,4093084472.3808823,2099-09-14
-86,42,4093084548.189564,2099-09-14
-85,42,3899184935.035609,2093-07-23
-84,42,3899184916.592699,2093-07-23
-83,42,1712603656.8570569,2024-04-08
-82,42,1712603738.7928023,2024-04-08
-81,42,1712603820.1487885,2024-04-08
-80,42,1712603900.9859278,2024-04-08
-79,42,1712603981.1338737,2024-04-08
-78,42,3899184832.8034534,2093-07-23
-77,42,3899184823.5894623,2093-07-23
-76,42,3450161309.1026363,2079-05-01
-75,42,3450161286.5167603,2079-05-01
-74,42,3450161264.7843494,2079-05-01
-73,42,3450161243.9168305,2079-05-01
-72,42,3450161223.925911,2079-05-01
-71,42,3450161204.8239827,2079-05-01
-70,42,3450161186.7397113,2079-05-01
-69,42,3450161169.3282185,2079-05-01
-68,42,3450161152.9590054,2079-05-01
-67,42,3450161137.5247703,2079-05-01
-66,42,3450161123.0368986,2079-05-01
-125,43,4108406933.621286,2100-03-11
-124,43,4108406978.618829,2100-03-11
-123,43,2401491210.630745,2046-02-06
-122,43,2401491228.888421,2046-02-06
-121,43,2401491245.744133,2046-02-06
-120,43,2401491261.2107563,2046-02-06
-119,43,2401491275.301084,2046-02-06
-118,43,2401491287.997173,2046-02-06
-117,43,2401491299.40387,2046-02-06
-116,43,2401491309.441997,2046-02-06
-115,43,2401491318.155086,2046-02-06
-114,43,3613431228.3930035,2084-07-03
-113,43,3613431195.916253,2084-07-03
-112,43,13436487988.446714,2395-10-14
-111,43,13436488073.043922,2395-10-14
-110,43,7057828017.6564,2193-08-26
-109,43,11938796308.020987,2348-04-29
-108,43,11938796284.189411,2348-04-29
-107,43,11938796261.384506,2348-04-29
-106,43,11938796239.671005,2348-04-29
-105,43,4302353616.944956,2106-05-03
-104,43,4302353724.530933,2106-05-03
-103,43,4302353833.372951,2106-05-03
-102,43,4302353943.377463,2106-05-03
-101,43,4302354054.471651,2106-05-03
-100,43,7672801781.227228,2213-02-21
-99,43,6578242170.099136,2178-06-16
-98,43,6578242147.814968,2178-06-16
-97,43,6578242124.601938,2178-06-16
-96,43,6578242100.4747305,2178-06-16
-95,43,2475487816.873683,2048-06-11
-94,43,2475487796.3396163,2048-06-11
-93,43,2475487776.934813,2048-06-11
-92,43,2475487758.7144327,2048-06-11
-91,43,2475487741.6098785,2048-06-11
-90,43,2475487725.7397175,2048-06-11
-89,43,2475487711.09888,2048-06-11
-88,43,4093084363.7495265,2099-09-14
-87,43,4093084437.0915546,2099-09-14
-86,43,4093084511.086607,2099-09-14
-85,43,4468159456.069337,2111-08-04
-84,43,7432956555.491146,2205-07-17
-83,43,5516788045.5044565,2144-10-26
-82,43,3899184961.676985,2093-07-23
-81,43,3899184947.7722125,2093-07-23
-80,43,1712603933.4891512,2024-04-08
-79,43,1712604011.5302086,2024-04-08
-78,43,1712604088.8603866,2024-04-08
-77,43,1712604165.4271007,2024-04-08
-76,43,3899184898.484127,2093-07-23
-75,43,3899184892.8870945,2093-07-23
-74,43,8764738432.763802,2247-09-29
-73,43,3450161333.211136,2079-05-01
-72,43,3450161313.9597015,2079-05-01
-71,43,3450161295.593034,2079-05-01
-70,43,3450161278.1226397,2079-05-01
-69,43,3450161261.5601063,2079-05-01
-68,43,3450161245.956369,2079-05-01
-67,43,3450161231.2047286,2079-05-01
-66,43,3450161217.4332886,2079-05-01
-125,44,3404215379.016459,2077-11-15
-124,44,3404215393.765685,2077-11-15
-123,44,3404215409.9305944,2077-11-15
-122,44,3404215427.556369,2077-11-15
-121,44,3404215446.5776296,2077-11-15
-120,44,2401491232.7510834,2046-02-06
-119,44,2401491246.490337,2046-02-06
-118,44,2401491258.886689,2046-02-06
-117,44,2401491269.9528933,2046-02-06
-116,44,2401491279.7016635,2046-02-06
-115,44,2401491199.6353507,2046-02-06
-114,44,4108407331.2152267,2100-03-11
-113,44,4108407358.9796705,2100-03-11
-112,44,4108407385.2739153,2100-03-11
-111,44,4108407410.098766,2100-03-11
-110,44,4108407433.456153,2100-03-11
-109,44,11938796400.84933,2348-04-29
-108,44,11938796377.918295,2348-04-29
-107,44,11938796356.012558,2348-04-29
-106,44,11938796335.149988,2348-04-29
-105,44,11938796315.348728,2348-04-29
-104,44,7672801800.010228,2213-02-21
-103,44,7672801823.411027,2213-02-21
-102,44,4302354000.154826,2106-05-03
-101,44,4302354108.492963,2106-05-03
-100,44,4302354217.765957,2106-05-03
-99,44,4302354327.823698,2106-05-03
-98,44,4302354438.627483,2106-05-03
-97,44,4302354550.057335,2106-05-03
-96,44,5800003062.147626,2153-10-17
-95,44,5800003122.759207,2153-10-17
-94,44,5800003184.497637,2153-10-17
-93,44,2475487862.0521145,2048-06-11
-92,44,2475487844.663313,2048-06-11
-91,44,2475487828.449239,2048-06-11
-90,44,2475487813.449481,2048-06-11
-89,44,2475487799.645935,2048-06-11
-88,44,2475487787.108485,2048-06-11
-87,44,2475487775.849484,2048-06-11
-86,44,2475487765.8965707,2048-06-11
-85,44,5516787811.023129,2144-10-26
-84,44,5516787914.085616,2144-10-26
-83,44,5516788017.872662,2144-10-26
-82,44,2761261194.1025333,2057-07-02
-81,44,2761261161.721578,2057-07-02
-80,44,2761261128.4894514,2057-07-02
-79,44,2761261094.423291,2057-07-02
-78,44,1712604114.3176212,2024-04-08
-77,44,1712604188.8013854,2024-04-08
-76,44,1712604262.4712334,2024-04-08
-75,44,1712604335.2832704,2024-04-08
-74,44,1712604407.1834235,2024-04-08
-73,44,3899184972.415933,2093-07-23
-72,44,3899184972.062968,2093-07-23
-71,44,9379717607.347404,2267-03-26
-70,44,3450161370.617129,2079-05-01
-69,44,3450161354.779355,2079-05-01
-68,44,3450161339.856483,2079-05-01
-67,44,3450161325.8598986,2079-05-01
-66,44,3450161312.826656,2079-05-01
-125,45,3404215416.2321897,2077-11-15
-124,45,3404215430.754179,2077-11-15
-123,45,3404215446.673988,2077-11-15
-122,45,3404215464.007187,2077-11-15
-121,45,3404215482.7713175,2077-11-15
-120,45,3613431221.4091344,2084-07-03
-119,45,3613431195.9597454,2084-07-03
-118,45,3613431169.6083694,2084-07-03
-117,45,2401491237.8497887,2046-02-06
-116,45,2401491247.334267,2046-02-06
-115,45,4108407283.7400064,2100-03-11
-114,45,4108407312.0515404,2100-03-11
-113,45,4108407338.9292464,2100-03-11
-112,45,4108407364.3233957,2100-03-11
-111,45,4108407388.384138,2100-03-11
-110,45,4108407410.9644217,2100-03-11
-109,45,4108407432.1165905,2100-03-11
-108,45,4108407451.8444257,2100-03-11
-107,45,4108407470.1525135,2100-03-11
-106,45,4108407487.046206,2100-03-11
-105,45,4108407502.5317388,2100-03-11
-104,45,4108407516.615991,2100-03-11
-103,45,4108407529.306608,2100-03-11
-102,45,6578242069.0192175,2178-06-16
-101,45,6578242051.18053,2178-06-16
-100,45,6578242032.366671,2178-06-16
-99,45,4302354374.228557,2106-05-03
-98,45,4302354482.0608425,2106-05-03
-97,45,4302354590.458323,2106-05-03
-96,45,4302354699.388208,2106-05-03
-95,45,4093083838.671103,2099-09-14
-94,45,4093083902.834666,2099-09-14
-93,45,4093083967.899974,2099-09-14
-92,45,4093084033.8331103,2099-09-14
-91,45,2475487916.7423024,2048-06-11
-90,45,2475487902.5806007,2048-06-11
-89,45,2475487889.639372,2048-06-11
-88,45,2475487877.952692,2048-06-11
-87,45,2475487867.5222516,2048-06-11
-86,45,2475487858.399911,2048-06-11
-85,45,2475487850.6051435,2048-06-11
-84,45,2475487844.166434,2048-06-11
-83,45,2761261148.497832,2057-07-02
-82,45,2761261117.890353,2057-07-02
-81,45,2761261086.414403,2057-07-02
-80,45,2761261054.078509,2057-07-02
-79,45,2761261020.9263654,2057-07-02
-78,45,2761260986.9483156,2057-07-02
-77,45,2761260952.169265,2057-07-02
-76,45,3899185068.242772,2093-07-23
-75,45,1712604351.8173993,2024-04-08
-74,45,1712604421.690245,2024-04-08
-73,45,1712604490.6188593,2024-04-08
-72,45,1712604558.5606754,2024-04-08
-71,45,1712604625.470552,2024-04-08
-70,45,1712604691.3065658,2024-04-08
-69,45,3899185070.753239,2093-07-23
-68,45,3450161434.752247,2079-05-01
-67,45,3450161421.465294,2079-05-01
-66,45,3450161409.1104627,2079-05-01
-125,46,3404215456.0950594,2077-11-15
-124,46,3404215470.41367,2077-11-15
-123,46,3613431195.3754396,2084-07-03
-122,46,3613431173.6652374,2084-07-03
-121,46,3613431150.9945498,2084-07-03
-120,46,3613431127.3906946,2084-07-03
-119,46,3613431102.8696446,2084-07-03
-118,46,3613431077.4470105,2084-07-03
-117,46,13436487210.740612,2395-10-14
-116,46,13436487296.761108,2395-10-14
-115,46,12584309119.975998,2368-10-12
-114,46,7057827373.658565,2193-08-26
-113,46,4108407316.3041024,2100-03-11
-112,46,4108407340.9292355,2100-03-11
-111,46,4108407364.1573935,2100-03-11
-110,46,4108407385.990508,2100-03-11
-109,46,4108407406.4313545,2100-03-11
-108,46,4108407425.483555,2100-03-11
-107,46,2355529627.4238777,2044-08-23
-106,46,2355529610.35666,2044-08-23
-105,46,2355529592.406526,2044-08-23
-104,46,2355529573.5844193,2044-08-23
-103,46,4108407500.0948577,2100-03-11
-102,46,4108407510.9333024,2100-03-11
-101,46,4108407520.429006,2100-03-11
-100,46,4108407528.5911427,2100-03-11
-99,46,4108407535.429327,2100-03-11
-98,46,4108407540.9539,2100-03-11
-97,46,4093083704.148236,2099-09-14
-96,46,4093083764.6958857,2099-09-14
-95,46,4093083826.2057915,2099-09-14
-94,46,4093083888.6223106,2099-09-14
-93,46,4093083951.937759,2099-09-14
-92,46,4093084016.1119027,2099-09-14
-91,46,4302355266.577045,2106-05-03
-90,46,4302355372.758003,2106-05-03
-89,46,2475487981.0546474,2048-06-11
-88,46,2475487970.1958046,2048-06-11
-87,46,2475487960.6029778,2048-06-11
-86,46,2475487952.30771,2048-06-11
-85,46,2475487945.3223124,2048-06-11
-84,46,2475487939.6895123,2048-06-11
-83,46,2475487935.432927,2048-06-11
-82,46,2475487932.581846,2048-06-11
-81,46,2761261009.681164,2057-07-02
-80,46,2761260978.267011,2057-07-02
-79,46,2761260946.019268,2057-07-02
-78,46,2761260912.954712,2057-07-02
-77,46,7432957248.856566,2205-07-17
-76,46,7432957322.817421,2205-07-17
-75,46,7432957398.936582,2205-07-17
-74,46,3899185149.6636944,2093-07-23
-73,46,3899185149.06933,2093-07-23
-72,46,1712604566.519031,2024-04-08
