lon,lat,next_t_ecl,next_t_ecl2
-102,26,2715292569.9839473,2056-01-16
-101,26,3210250257.774411,2071-09-23
-100,26,3210250364.060095,2071-09-23
-99,26,3210250472.612876,2071-09-23
-98,26,3419516654.222149,2078-05-11
-97,26,2595437325.250679,2052-03-30
-96,26,2595437464.1971397,2052-03-30
-95,26,2595437603.106545,2052-03-30
-94,26,7057831546.288236,2193-08-26
-93,26,3404216903.222032,2077-11-15
-92,26,3404216995.176351,2077-11-15
-91,26,3404217089.882456,2077-11-15
-90,26,3404217187.4090643,2077-11-15
-89,26,26584049365.083557,2812-05-31
-88,26,26584049534.214325,2812-05-31
-87,26,9213861072.984941,2261-12-22
-86,26,9213861127.513674,2261-12-22
-85,26,8524977049.102669,2240-02-23
-84,26,7177831915.137783,2197-06-15
-83,26,7177832096.009342,2197-06-15
-82,26,8524977581.703642,2240-02-23
-81,26,8524977757.860642,2240-02-23
-80,26,2386172319.971618,2045-08-12
-79,26,2386172431.907563,2045-08-12
-78,26,2386172542.180149,2045-08-12
-77,26,2386172650.780727,2045-08-12
-76,26,10188452474.312992,2292-11-09
-75,26,8211179071.66011,2230-03-15
-74,26,5800005853.724961,2153-10-17
-73,26,5800005960.616234,2153-10-17
-72,26,7522224371.872513,2208-05-15
-71,26,7522224522.7014675,2208-05-15
-70,26,7522224671.268596,2208-05-15
-69,26,7522224817.311939,2208-05-15
-68,26,7522224960.58837,2208-05-15
-67,26,4093087510.4368644,2099-09-14
-66,26,4093087608.896881,2099-09-14
-125,27,5815315308.970289,2154-04-12
-124,27,10142577261.488785,2291-05-28
-123,27,10142577375.588991,2291-05-28
-122,27,8001935121.59366,2223-07-28
-121,27,8001935182.213971,2223-07-28
-120,27,8001935240.128885,2223-07-28
-119,27,8001935295.392436,2223-07-28
-118,27,8690768248.800722,2245-05-26
-117,27,10231886038.22219,2294-03-27
-116,27,10231886057.366283,2294-03-27
-115,27,10231886078.705214,2294-03-27
-114,27,10231886102.278372,2294-03-27
-113,27,7223712883.158253,2198-11-28
-112,27,5111134049.252491,2131-12-19
-111,27,5111134100.158954,2131-12-19
-110,27,5111134153.9837265,2131-12-19
-109,27,5111134210.809813,2131-12-19
-108,27,5111134270.723749,2131-12-19
-107,27,5111134333.815905,2131-12-19
-106,27,7223713989.904533,2198-11-28
-105,27,7223714149.033422,2198-11-28
-104,27,3210249933.485444,2071-09-23
-103,27,1712600552.5422916,2024-04-08
-102,27,1712600652.0142124,2024-04-08
-101,27,2715292561.965926,2056-01-16
-100,27,2715292577.8963165,2056-01-16
-99,27,7177829110.985179,2197-06-15
-98,27,7177829286.515186,2197-06-15
-97,27,3419516870.766257,2078-05-11
-96,27,3419516986.3103895,2078-05-11
-95,27,2595437670.619315,2052-03-30
-94,27,2595437807.21612,2052-03-30
-93,27,2595437943.46354,2052-03-30
-92,27,3404216949.3452177,2077-11-15
-91,27,3404217042.721738,2077-11-15
-90,27,7177830763.535177,2197-06-15
-89,27,7177830951.07892,2197-06-15
-88,27,9139865690.703701,2259-08-19
-87,27,9139865685.775866,2259-08-19
-86,27,9139865682.522694,2259-08-19
-85,27,9139865680.985548,2259-08-19
-84,27,9213861181.427162,2261-12-22
-83,27,8524977495.306042,2240-02-23
-82,27,2386171989.921628,2045-08-12
-81,27,2386172103.985423,2045-08-12
-80,27,2386172216.33247,2045-08-12
-79,27,2386172327.4799256,2045-08-12
-78,27,8524978360.861315,2240-02-23
-77,27,12058733753.883286,2352-02-16
-76,27,10397677847.797684,2299-06-28
-75,27,5800005659.134586,2153-10-17
-74,27,5800005764.112089,2153-10-17
-73,27,5800005870.03298,2153-10-17
-72,27,9364331723.082596,2266-09-29
-71,27,9364331735.720425,2266-09-29
-70,27,9364331749.922401,2266-09-29
-69,27,9364331765.727102,2266-09-29
-68,27,4093087304.026075,2099-09-14
-67,27,4093087402.295226,2099-09-14
-66,27,4093087500.141446,2099-09-14
-125,28,5815315420.2809305,2154-04-12
-124,28,5815315543.075718,2154-04-12
-123,28,8001934966.540066,2223-07-28
-122,28,8001935030.2513275,2223-07-28
-121,28,8001935091.233937,2223-07-28
-120,28,12538362725.373852,2367-04-29
-119,28,10231886102.69032,2294-03-27
-118,28,10231886118.501457,2294-03-27
-117,28,10231886136.43248,2294-03-27
-116,28,7223712423.720511,2198-11-28
-115,28,7223712572.344288,2198-11-28
-114,28,5111133975.403002,2131-12-19
-113,28,5111134020.390929,2131-12-19
-112,28,5111134068.122837,2131-12-19
-111,28,5111134118.674202,2131-12-19
-110,28,5111134172.12356,2131-12-19
-109,28,5111134228.553148,2131-12-19
-108,28,9453707257.657242,2269-07-29
-107,28,3210249644.9279265,2071-09-23
-106,28,3210249733.06569,2071-09-23
-105,28,3210249823.3386264,2071-09-23
-104,28,7506927634.500387,2207-11-20
-103,28,10231886631.634945,2294-03-27
-102,28,1712600762.3312964,2024-04-08
-101,28,1712600862.0527835,2024-04-08
-100,28,2715292549.448593,2056-01-16
-99,28,2715292563.383138,2056-01-16
-98,28,2715292575.3984823,2056-01-16
-97,28,11895372959.222343,2346-12-13
-96,28,3419517085.826969,2078-05-11
-95,28,3404216647.120182,2077-11-15
-94,28,3404216731.2032504,2077-11-15
-93,28,2595438004.1678176,2052-03-30
-92,28,2595438137.6750393,2052-03-30
-91,28,2595438270.539135,2052-03-30
-90,28,2595438402.6408925,2052-03-30
-89,28,7223716414.5704,2198-11-28
-88,28,7223716533.773817,2198-11-28
-87,28,11849491677.624012,2345-06-30
-86,28,10966658408.09767,2317-07-09
-85,28,10966658452.485237,2317-07-09
-84,28,10966658494.316153,2317-07-09
-83,28,2386171776.6122236,2045-08-12
-82,28,2386171890.856022,2045-08-12
-81,28,2386172003.6888437,2045-08-12
-80,28,2386172115.077698,2045-08-12
-79,28,8524978270.892581,2240-02-23
-78,28,8524978439.398487,2240-02-23
-77,28,8524978606.230211,2240-02-23
-76,28,5800005470.011532,2153-10-17
-75,28,5800005572.9867935,2153-10-17
-74,28,5800005676.930989,2153-10-17
-73,28,10351803322.17176,2298-01-13
-72,28,8211179482.165267,2230-03-15
-71,28,10188452499.228327,2292-11-09
-70,28,10188452523.324877,2292-11-09
-69,28,4093087100.721967,2099-09-14
-68,28,4093087198.650706,2099-09-14
-67,28,4093087296.2016554,2099-09-14
-66,28,4093087393.3692636,2099-09-14
-125,29,5815315527.444341,2154-04-12
-124,29,5815315648.083758,2154-04-12
-123,29,5815315769.160511,2154-04-12
-122,29,5815315890.594895,2154-04-12
-121,29,18348041597.211784,2551-06-05
-120,29,18348041595.11797,2551-06-05
-119,29,7223711993.65646,2198-11-28
-118,29,7223712133.894081,2198-11-28
-117,29,7223712276.571803,2198-11-28
-116,29,5111133916.337662,2131-12-19
-115,29,5111133955.7963085,2131-12-19
-114,29,5111133997.83917,2131-12-19
-113,29,5111134042.535891,2131-12-19
-112,29,5111134089.955549,2131-12-19
-111,29,3210249314.843376,2071-09-23
-110,29,3210249391.318278,2071-09-23
-109,29,3210249470.2598734,2071-09-23
-108,29,3210249551.66084,2071-09-23
-107,29,7506927276.4349785,2207-11-20
-106,29,7506927379.778655,2207-11-20
-105,29,10231886642.237906,2294-03-27
-104,29,10231886692.134033,2294-03-27
-103,29,10231886744.637148,2294-03-27
-102,29,10231886799.81629,2294-03-27
-101,29,1712600969.5927753,2024-04-08
-100,29,1712601069.3835034,2024-04-08
-99,29,10231886981.611883,2294-03-27
-98,29,7267070542.916415,2200-04-14
-97,29,3404216454.3479023,2077-11-15
-96,29,3404216532.182242,2077-11-15
-95,29,3404216612.51349,2077-11-15
-94,29,3404216695.33529,2077-11-15
-93,29,3419517534.7282157,2078-05-11
-92,29,3419517655.432087,2078-05-11
-91,29,2595438324.108468,2052-03-30
-90,29,2595438453.8552194,2052-03-30
-89,29,2595438582.6921387,2052-03-30
-88,29,2595438710.505125,2052-03-30
-87,29,7223716607.882447,2198-11-28
-86,29,7223716719.649654,2198-11-28
-85,29,7223716828.053331,2198-11-28
-84,29,2386171567.0918555,2045-08-12
-83,29,2386171681.210448,2045-08-12
-82,29,2386171794.0546155,2045-08-12
-81,29,2386171905.5817113,2045-08-12
-80,29,8524978180.485387,2240-02-23
-79,29,8524978348.4354315,2240-02-23
-78,29,8524978514.827288,2240-02-23
-77,29,5800005286.597842,2153-10-17
-76,29,5800005387.4920845,2153-10-17
-75,29,5800005489.377068,2153-10-17
-74,29,10351803317.944586,2298-01-13
-73,29,12058734468.66899,2352-02-16
-72,29,10397678059.195692,2299-06-28
-71,29,8211179629.761529,2230-03-15
-70,29,4093086900.9341555,2099-09-14
-69,29,4093086998.3704,2099-09-14
-68,29,4093087095.4772563,2099-09-14
-67,29,4093087192.2470794,2099-09-14
-66,29,12898098115.115837,2378-09-22
-125,30,8001934644.321535,2223-07-28
-124,30,26150315492.236435,2798-09-02
-123,30,5815315867.632759,2154-04-12
-122,30,5815315986.646879,2154-04-12
-121,30,5815316105.832513,2154-04-12
-120,30,7223711861.117287,2198-11-28
-119,30,7223711997.32033,2198-11-28
-118,30,5111133871.153195,2131-12-19
-117,30,5111133905.442569,2131-12-19
-116,30,5111133942.169386,2131-12-19
-115,30,3210249038.367346,2071-09-23
-114,30,3210249103.7083716,2071-09-23
-113,30,3210249171.4186864,2071-09-23
-112,30,3210249241.57598,2071-09-23
-111,30,9453706749.718939,2269-07-29
-110,30,9453706834.038376,2269-07-29
-109,30,14291222002.639116,2422-11-14
-108,30,7506927142.596115,2207-11-20
-107,30,7506927242.274875,2207-11-20
-106,30,10231886706.788027,2294-03-27
-105,30,10231886754.945883,2294-03-27
-104,30,10231886805.694954,2294-03-27
-103,30,10231886859.065657,2294-03-27
-102,30,10231886915.087118,2294-03-27
-101,30,10231886973.787344,2294-03-27
-100,30,1712601173.8571272,2024-04-08
-99,30,1712601273.5303745,2024-04-08
-98,30,1712601373.9401295,2024-04-08
-97,30,3404216425.749788,2077-11-15
-96,30,3404216502.399744,2077-11-15
-95,30,3404216581.510721,2077-11-15
-94,30,8481535288.470438,2238-10-08
-93,30,3419517626.143853,2078-05-11
-92,30,3419517745.175515,2078-05-11
-91,30,3419517865.830624,2078-05-11
-90,30,3419517988.0148335,2078-05-11
-89,30,3419518111.6770477,2078-05-11
-88,30,2595438754.3239174,2052-03-30
-87,30,2595438878.543079,2052-03-30
-86,30,2386171247.217147,2045-08-12
-85,30,2386171361.9730725,2045-08-12
-84,30,2386171475.658555,2045-08-12
-83,30,2386171588.2150965,2045-08-12
-82,30,7223717086.775645,2198-11-28
-81,30,8481535928.290142,2238-10-08
-80,30,8481535959.217876,2238-10-08
-79,30,8481535987.749124,2238-10-08
-78,30,5800005109.10848,2153-10-17
-77,30,5800005207.851739,2153-10-17
-76,30,5800005307.604165,2153-10-17
-75,30,8481536078.805158,2238-10-08
-74,30,8481536096.024577,2238-10-08
-73,30,8481536111.114055,2238-10-08
-72,30,9139865951.454689,2259-08-19
-71,30,4093086705.06143,2099-09-14
-70,30,4093086801.8512487,2099-09-14
-69,30,4093086898.3635798,2099-09-14
-68,30,4093086994.588244,2099-09-14
-67,30,12898098000.284838,2378-09-22
-66,30,13931475343.239931,2411-06-21
-125,31,4781947993.445577,2121-07-14
-124,31,7223711355.852194,2198-11-28
-123,31,7223711479.630521,2198-11-28
-122,31,5815316078.412585,2154-04-12
-121,31,3210248710.1733503,2071-09-23
-120,31,3210248760.246424,2071-09-23
-119,31,3210248812.7200084,2071-09-23
-118,31,3210248867.304464,2071-09-23
-117,31,3210248924.320489,2071-09-23
-116,31,5111133970.868124,2131-12-19
-115,31,5111134009.887104,2131-12-19
-114,31,5111134051.453646,2131-12-19
-113,31,27408153224.70801,2838-07-12
-112,31,8690768625.108759,2245-05-26
-111,31,8690768633.477451,2245-05-26
-110,31,14291221939.371786,2422-11-14
-109,31,6175054639.729482,2165-09-05
-108,31,6175054526.835828,2165-09-05
-107,31,6175054523.805669,2165-09-05
-106,31,6175054522.589824,2165-09-05
-105,31,6175054523.229933,2165-09-05
-104,31,6175054525.768482,2165-09-05
-103,31,6175054530.248764,2165-09-05
-102,31,6175054536.715235,2165-09-05
-101,31,6175054545.212915,2165-09-05
-100,31,8481534723.587201,2238-10-08
-99,31,1712601374.6607854,2024-04-08
-98,31,1712601474.0248413,2024-04-08
-97,31,1712601574.0523815,2024-04-08
-96,31,3404216476.2261987,2077-11-15
-95,31,8481535114.815697,2238-10-08
-94,31,7267070984.644296,2200-04-14
-93,31,8481535250.668873,2238-10-08
-92,31,8481535314.252355,2238-10-08
-91,31,3419517951.4306827,2078-05-11
-90,31,3419518071.658838,2078-05-11
-89,31,3419518193.2504134,2078-05-11
-88,31,2386170933.288534,2045-08-12
-87,31,2386171047.981213,2045-08-12
-86,31,2386171161.8376064,2045-08-12
-85,31,2386171274.7844887,2045-08-12
-84,31,2386171386.7541895,2045-08-12
-83,31,2595439391.0908923,2052-03-30
-82,31,2595439505.6376457,2052-03-30
-81,31,7223717132.802433,2198-11-28
-80,31,7223717223.560339,2198-11-28
-79,31,5800004937.732625,2153-10-17
-78,31,5800005034.2629,2153-10-17
-77,31,5800005131.8183155,2153-10-17
-76,31,8481535967.4214525,2238-10-08
-75,31,8481535987.580587,2238-10-08
-74,31,8481536005.524566,2238-10-08
-73,31,8481536021.416935,2238-10-08
-72,31,4093086513.4896264,2099-09-14
-71,31,4093086609.4782023,2099-09-14
-70,31,4093086705.2444906,2099-09-14
-69,31,4093086800.7756157,2099-09-14
-68,31,6175056282.78607,2165-09-05
-67,31,6175056387.718472,2165-09-05
-66,31,4468162483.216587,2111-08-04
-125,32,3210248551.361418,2071-09-23
-124,32,3210248591.691032,2071-09-23
-123,32,4781948089.224699,2121-07-14
-122,32,5111133819.109583,2131-12-19
-121,32,5111133844.0363035,2131-12-19
-120,32,5111133871.140924,2131-12-19
-119,32,5111133900.612822,2131-12-19
-118,32,5111133932.098671,2131-12-19
-117,32,5111133966.064127,2131-12-19
-116,32,5111134002.432629,2131-12-19
-115,32,7432954896.165325,2205-07-17
-114,32,18348041867.989834,2551-06-05
-113,32,9453706308.458809,2269-07-29
-112,32,9453706398.41825,2269-07-29
-111,32,7506926807.463191,2207-11-20
-110,32,7506926897.685595,2207-11-20
-109,32,6175054569.234994,2165-09-05
-108,32,6175054564.574509,2165-09-05
-107,32,6175054561.666417,2165-09-05
-106,32,6175054560.550149,2165-09-05
-105,32,6175054561.266298,2165-09-05
-104,32,6175054563.860933,2165-09-05
-103,32,6175054568.380644,2165-09-05
-102,32,6175054574.824342,2165-09-05
-101,32,3404216105.17973,2077-11-15
-100,32,3404216170.292352,2077-11-15
-99,32,3404216237.6548514,2077-11-15
-98,32,1712601571.5504436,2024-04-08
-97,32,1712601670.4152868,2024-04-08
-96,32,1712601769.8549807,2024-04-08
-95,32,6175054678.661076,2165-09-05
-94,32,6175054702.42369,2165-09-05
-93,32,6175054728.562635,2165-09-05
-92,32,6175054757.127075,2165-09-05
-91,32,6175054788.166536,2165-09-05
-90,32,2386170627.3531585,2045-08-12
-89,32,2386170741.252963,2045-08-12
-88,32,2386170854.574296,2045-08-12
-87,32,2386170967.229569,2045-08-12
-86,32,2386171079.138236,2045-08-12
-85,32,3419518760.7059956,2078-05-11
-84,32,6175055078.899299,2165-09-05
-83,32,2595439417.6787987,2052-03-30
-82,32,2595439529.852562,2052-03-30
-81,32,2595439640.311307,2052-03-30
-80,32,2595439748.985712,2052-03-30
-79,32,2595439855.788231,2052-03-30
-78,32,5800004962.1990385,2153-10-17
-77,32,6175055509.699054,2165-09-05
-76,32,6175055583.499257,2165-09-05
-75,32,6175055660.456716,2165-09-05
-74,32,6175055740.592672,2165-09-05
-73,32,4093086326.5884876,2099-09-14
-72,32,4093086421.6211243,2099-09-14
-71,32,4093086516.489771,2099-09-14
-70,32,6175056093.181104,2165-09-05
-69,32,6175056189.324095,2165-09-05
-68,32,6175056288.669241,2165-09-05
-67,32,4468162308.8695545,2111-08-04
-66,32,4468162368.4294405,2111-08-04
-125,33,4302350819.342588,2106-05-03
-124,33,4302350896.756773,2106-05-03
-123,33,5111133831.412071,2131-12-19
-122,33,4781948170.330475,2121-07-14
-121,33,4781948196.749443,2121-07-14
-120,33,4781948225.655381,2121-07-14
-119,33,4781948257.147063,2121-07-14
-118,33,5111133966.800836,2131-12-19
-117,33,5815316803.94142,2154-04-12
-116,33,5815316913.514392,2154-04-12
-115,33,5815317022.362725,2154-04-12
-114,33,7432954957.141538,2205-07-17
-113,33,7432954955.975702,2205-07-17
-112,33,7506926699.684778,2207-11-20
-111,33,7506926786.4555,2207-11-20
-110,33,14291221981.08172,2422-11-14
-109,33,8690768855.522476,2245-05-26
-108,33,8884729597.488419,2251-07-19
-107,33,8481533835.004414,2238-10-08
-106,33,6175054600.392419,2165-09-05
-105,33,6175054601.194829,2165-09-05
-104,33,6175054603.845549,2165-09-05
-103,33,3404215969.9019284,2077-11-15
-102,33,3404216029.634616,2077-11-15
-101,33,3404216091.5246844,2077-11-15
-100,33,3404216155.6077404,2077-11-15
-99,33,3404216221.921322,2077-11-15
-98,33,6175054660.892553,2165-09-05
-97,33,1712601764.0871584,2024-04-08
-96,33,1712601862.246473,2024-04-08
-95,33,1712601960.9070926,2024-04-08
-94,33,6175054741.305475,2165-09-05
-93,33,6175054767.122232,2165-09-05
-92,33,2386170331.374036,2045-08-12
-91,33,2386170443.749286,2045-08-12
-90,33,2386170555.817397,2045-08-12
-89,33,2386170667.4802394,2045-08-12
-88,33,2386170778.6459208,2045-08-12
-87,33,2386170889.228785,2045-08-12
-86,33,3419518706.6517725,2078-05-11
-85,33,3419518827.552344,2078-05-11
-84,33,3419518949.081156,2078-05-11
-83,33,3419519071.1073294,2078-05-11
-82,33,3419519193.4974117,2078-05-11
-81,33,5800004613.955866,2153-10-17
-80,33,2595439766.08222,2052-03-30
-79,33,2595439870.619734,2052-03-30
-78,33,2595439973.253375,2052-03-30
-77,33,2595440073.922353,2052-03-30
-76,33,2595440172.5628557,2052-03-30
-75,33,2595440269.1203685,2052-03-30
-74,33,4093086144.708726,2099-09-14
-73,33,4093086238.6324167,2099-09-14
-72,33,4093086332.452628,2099-09-14
-71,33,6175056015.145397,2165-09-05
-70,33,6175056106.032694,2165-09-05
-69,33,4468162063.730188,2111-08-04
-68,33,4468162129.596175,2111-08-04
-67,33,4468162192.595552,2111-08-04
-66,33,4468162252.795065,2111-08-04
-125,34,4302350919.440254,2106-05-03
-124,34,4302350996.717888,2106-05-03
-123,34,4302351076.495207,2106-05-03
-122,34,5111133891.946243,2131-12-19
-121,34,5111133916.766104,2131-12-19
-120,34,5111133943.733288,2131-12-19
-119,34,4781948315.943768,2121-07-14
-118,34,4781948350.003007,2121-07-14
-117,34,4781948386.720409,2121-07-14
-116,34,4781948426.163366,2121-07-14
-115,34,5815317082.224078,2154-04-12
-114,34,5815317187.310815,2154-04-12
-113,34,5815317291.408621,2154-04-12
-112,34,5815317394.403717,2154-04-12
-111,34,7432955025.754242,2205-07-17
-110,34,7432955030.007166,2205-07-17
-109,34,8481533510.585332,2238-10-08
-108,34,8481533619.8193,2238-10-08
-107,34,8481533726.514758,2238-10-08
-106,34,8481533830.609909,2238-10-08
-105,34,8481533932.051523,2238-10-08
-104,34,3404215904.9557104,2077-11-15
-103,34,3404215961.6221504,2077-11-15
-102,34,3404216020.3930645,2077-11-15
-101,34,3404216081.3010426,2077-11-15
-100,34,3404216144.3826957,2077-11-15
-99,34,9379715751.227962,2267-03-26
-98,34,9379715748.06286,2267-03-26
-97,34,9379715746.386345,2267-03-26
-96,34,1712601951.850976,2024-04-08
-95,34,1712602049.114138,2024-04-08
-94,34,1712602146.7912986,2024-04-08
-93,34,2386170157.302238,2045-08-12
-92,34,2386170267.4147367,2045-08-12
-91,34,2386170377.389839,2045-08-12
-90,34,2386170487.1275663,2045-08-12
-89,34,2386170596.53337,2045-08-12
-88,34,6175054971.059771,2165-09-05
-87,34,6175055011.226602,2165-09-05
-86,34,6175055053.992011,2165-09-05
-85,34,3419518891.7626977,2078-05-11
-84,34,3419519010.6189027,2078-05-11
-83,34,3419519129.8934517,2078-05-11
-82,34,3419519249.4575186,2078-05-11
-81,34,3419519369.177167,2078-05-11
-80,34,3419519488.9121847,2078-05-11
-79,34,13436490947.00709,2395-10-14
-78,34,13436490964.462719,2395-10-14
-77,34,13931474871.888716,2411-06-21
-76,34,2595440178.5187273,2052-03-30
-75,34,2595440273.009343,2052-03-30
-74,34,2595440365.41532,2052-03-30
-73,34,2595440455.696584,2052-03-30
-72,34,2595440543.8087597,2052-03-30
-71,34,2595440629.7174067,2052-03-30
-70,34,4468161876.45476,2111-08-04
-69,34,4468161945.6375675,2111-08-04
-68,34,4468162012.094982,2111-08-04
-67,34,4468162075.642012,2111-08-04
-66,34,4781954255.430641,2121-07-14
-125,35,5111133870.366919,2131-12-19
-124,35,5111133889.061567,2131-12-19
-123,35,4302351176.088269,2106-05-03
-122,35,4302351258.094865,2106-05-03
-121,35,4302351342.542204,2106-05-03
-120,35,14291221435.77299,2422-11-14
-119,35,14291221483.658789,2422-11-14
-118,35,14291221534.064873,2422-11-14
-117,35,14291221587.042738,2422-11-14
-116,35,4781948485.9394655,2121-07-14
-115,35,4781948527.915541,2121-07-14
-114,35,4781948572.759232,2121-07-14
-113,35,4781948620.322966,2121-07-14
-112,35,4781948670.884429,2121-07-14
-111,35,5815317540.485765,2154-04-12
-110,35,5815317638.040094,2154-04-12
-109,35,5815317734.167475,2154-04-12
-108,35,7432955113.798303,2205-07-17
-107,35,13436489423.548807,2395-10-14
-106,35,3404215795.566523,2077-11-15
-105,35,3404215847.246267,2077-11-15
-104,35,3404215900.947605,2077-11-15
-103,35,3404215956.7003503,2077-11-15
-102,35,3404216014.5372925,2077-11-15
-101,35,8884729622.086838,2251-07-19
-100,35,8884729617.678532,2251-07-19
-99,35,9379715860.241411,2267-03-26
-98,35,9379715857.985218,2267-03-26
-97,35,9379715857.215477,2267-03-26
